OBJECTID,STNCODE,STNNAME,ADDRESS1,ADDRESS2,CITY,STATE,ZIP,STNTYPE,STFIPS
"402","LWN","Lewiston, Idaho","1920 Highway 128","Shell Dyna Mart","Lewiston","ID","83501-1617","BUS","16"
"403","LYH","Lynchburg, Virginia","825 Kemper St","","Lynchburg","VA","24501-1397","RAIL","51"
"404","MAC","Macomb, Illinois","120 East Calhoun Street","Travel Center","Macomb","IL","61455-7321","RAIL","17"
"405","MAK","Mackinaw City, Michigan","102 South Huron Ave.","Village Hall","Mackinaw City","MI","49701","BUS","26"
"406","MAL","Malta, Montana","51 South 1st Street East","","Malta","MT","59538-1732","RAIL","30"
"407","MAT","Mattoon, Illinois","1718 Broadway Ave.","","Mattoon","IL","61938-3920","RAIL","17"
"408","MAY","Maysville,  Kentucky","West Front St & Rosemary Clooney St","","Maysville","KY","41056","RAIL","21"
"409","MCA","McCall, Idaho","147 North 3rd St.","Jim's Grocery","McCall","ID","83638-4408","BUS","16"
"410","MCB","McComb, Mississippi","114 Northeast Railroad Ave.","","McComb","MS","39648","RAIL","28"
"411","MCD","Merced, California","324 West 24th St","","Merced","CA","95340","RAIL","06"
"412","MCG","McGregor, Texas","1 Amtrak Blvd.","","McGregor","TX","76657","RAIL","48"
"413","MCI","Michigan City, Indiana","100 Washington St.","","Michigan City","IN","46360-3246","RAIL","18"
"414","MCK","McCook, Nebraska","101 Norris Ave.","","McCook","NE","69001-3779","RAIL","31"
"415","MDN","Meriden, Connecticut","60 State Street","","Meriden","CT","06450","RAIL","09"
"417","MDP","Midpines, California","6979 Highway 140","Yosemite Bug Youth Hostel","Midpines","CA","95345","BUS","06"
"418","MDR","Madera, California","Avenue 15 1/2 at 29th Road","","Madera","CA","93637","RAIL","06"
"419","MDT","Mendota, Illinois","783 Main Street","","Mendota","IL","61342","RAIL","17"
"420","MEI","Meridian, Mississippi","1901 Front Street","","Meridian","MS","39301","RAIL","28"
"421","MEM","Memphis, Tennessee","Central Station","545 S. Main St","Memphis","TN","38103","RAIL","47"
"422","MEN","McAllen, Texas","1501 West US Hwy 83 Business","","McAllen","TX","78501-5120","BUS","48"
"423","MET","Metropark (Iselin), New Jersey","100 Middlesex-Essex Turnpike","","Iselin","NJ","08830-2707","RAIL","34"
"424","MEW","Monroe, Washington","118 North Lewis St., Suite 112","Behind Chamber of Commerce","Monroe","WA","98272","BUS","53"
"425","MFR","Medford, Oregon","200 South Front Street","Rogue Valley Transportation District (RVTD)","Medford","OR","97501","BUS","41"
"426","MHL","Marshall, Texas","800 North Washington Street - suite 2","","Marshall","TX","75670-5330","RAIL","48"
"427","MHT","Manchester, New Hampshire","119 Canal St.","Manchester Transportation Center","Manchester","NH","03101-2333","BUS","33"
"428","MIA","Miami, Florida","8303 NW 37th Ave","","Miami","FL","33147","RAIL","12"
"429","MID","Middletown, Pennsylvania","Union Street and Mill Street","","Middletown","PA","17057","RAIL","42"
"430","MIN","Mineola, Texas","115 East Front St.","","Mineola","TX","75773-2453","RAIL","48"
"431","MJY","Mount Joy, Pennsylvania","East Henry St. and North Market St.","","Mount Joy","PA","17552","RAIL","42"
"432","MKA","Milwaukee (General Mitchell Intl Airport), Wiscons","5601 South 6th Street","(South 6th St & Airport Spur Freeway)","Milwaukee","WI","53221","RAIL","55"
"433","MKE","Milwaukee, Wisconsin","433 West St. Paul Ave.","","Milwaukee","WI","53203","RAIL","55"
"434","MKV","McKinleyville (Arcata Airport), California","3561 Boeing Ave","Arcata Airport Terminal","McKinleyville","CA","95519-9358","BUS","06"
"435","MLI","Moline, Illinois","1200 River Drive","Centre Station","Moline","IL","61265-1302","BUS","17"
"436","MLK","Moses Lake, Washington","1819 East Kittleson Road","Union 76 - Food Mart","Moses Lake","WA","98837","BUS","53"
"438","MNG","Montgomery, West Virginia","Third Avenue and Washington Street","","Montgomery","WV","25136","RAIL","54"
"439","MNI","Manning, Oregon","47000 Highway 26","East of Dairy Queen","Manning","OR","97106","BUS","41"
"440","MOC","Moscow, Idaho","120 West 6th St.","Royal Motor Inn","Moscow","ID","83843-2318","BUS","16"
"441","MOD","Modesto, California","1700 Held Drive","","Modesto","CA","95355-8301","RAIL","06"
"443","MOG","Mobile (Greyhound), Alabama","2545 Government Blvd.","","Mobile","AL","36606-1631","BUS","01"
"444","MOJ","Mojave, California","15900 Sierra Highway","Carl's Jr. Restaurant","Mojave","CA","93501-1516","BUS","06"
"445","MOT","Minot, North Dakota","400 1st Ave. S.W.","","Minot","ND","58701","RAIL","38"
"446","MOV","Moreno Valley, California","2650 East Alessandro Blvd.","RTA Bus Stop at Curb","Riverside","CA","92508-2306","BUS","06"
"447","MPK","Moorpark, California","300 High Street","Amtrak / Metrolink Station","Moorpark","CA","93021","RAIL","06"
"448","TRK","Turlock-Denair, California","3800 Santa Fe Avenue","Corner of Elm Street","Denair","CA","95316","RAIL","06"
"449","TRU","Truckee, California","10065 Donner Pass Road","","Truckee","CA","96161-0329","RAIL","06"
"450","TRV","Traverse City, Michigan","107 Hall Street","","Traverse City","MI","49684-2215","BUS","26"
"451","TSY","Tusayan(Grand Canyon Village), Arizona","Arizona Hwy 64","Grand Canyon Village/IMAX Theatre","Tusayan","AZ","86023","BUS","04"
"452","TUK","Tukwila, Washington","7301 South 158th St.","Sounder Commuter Rail Station","Tukwila","WA","98188","RAIL","53"
"618","PLB","Plattsburgh, New York","Bridge and Dock Sts.","","Plattsburgh","NY","12901","RAIL","36"
"619","PLO","Plano, Illinois","101 West Main Street","","Plano","IL","60545","RAIL","17"
"620","PMD","Palmdale (Amtrak Thruway), California","39000 Clock Tower Plaza Drive - Bus Bay 2E","Palmdale Transportation Center-San Joaquin Buses","Palmdale","CA","93550-4513","BUS","06"
"622","PMO","Plymouth, New Hampshire","83 Main St.","Chase Street Market","Plymouth","NH","03264-1548","BUS","33"
"624","PNT","Pontiac, Michigan","51000 Woodward Avenue","","Pontiac","MI","48342","RAIL","26"
"625","POG","Portage, Wisconsin","400 West Oneida Street","","Portage","WI","53901","RAIL","55"
"626","POH","Port Henry, New York","20 Park Place","Senior Citizen Center","Port Henry","NY","12974-1324","RAIL","36"
"627","PON","Pontiac, Illinois","721 West Washington St.","","Pontiac","IL","61764","RAIL","17"
"628","POR","Portland, Maine","100 Thompson's Point Road","Portland Transportation Center","Portland","ME","04102-2630","RAIL","23"
"629","POS","Pomona (Sunset Ltd), California","100 West Commercial Street","","Pomona","CA","91768","RAIL","06"
"630","POU","Poughkeepsie, New York","41 Main St.","Amtrak/Metro-North Station","Poughkeepsie","NY","12601-2909","RAIL","36"
"631","PRB","Paso Robles, California","800 Pine Street","Paso Robles Intermodal Station","Paso Robles","CA","93446-2856","RAIL","06"
"632","PRC","Prince, West Virginia (Beckley)","Hwy 41 and County Road 25","near Depot Rd","Prince","WV","25907","RAIL","54"
"633","PRI","Perris, California","1688-J North Perris Blvd","International House of Pancakes","Perris","CA","92571-4702","BUS","06"
"634","PRK","Port Kent, New York","Hwy 373 & Back Rd","near Burlington-Fort Kent ferry dock","Port Kent","NY","12975","RAIL","36"
"635","PRO","Provo, Utah","300 West 600 South","","Provo","UT","84601-4542","RAIL","49"
"636","PSC","Pasco, Washington","535 North 1st Avenue","Pasco Intermodal Train Station","Pasco","WA","99301-5378","RAIL","53"
"637","PSK","Petoskey, Michigan","301 West Mitchell St.","The Book Stop","Petosky","MI","49770-2327","BUS","26"
"638","PSN","Palm Springs (Train), California","Indian Ave. and Palm Springs Station Rd.","0.6 mi/0.965 km south of I-10","North Palm Springs","CA","92258","RAIL","06"
"639","PSP","Palm Springs (Buses), California","3400 East Tahquitz Canyon Way","Sunline Bus Stop/Palm Springs Airport","Palm Springs","CA","92262-6970","BUS","06"
"640","PST","Pellston, Michigan","110 North US Highway 131","General Store/Amoco Station","Pellston","MI","49769-9333","BUS","26"
"641","PTB","Petersburg, Virginia","3516 South Street","Ettrick Station","Petersburg","VA","23803-1642","RAIL","51"
"642","PTC","Petaluma, California","100 Fairgrounds Drive","Regional Library","Petaluma","CA","94952","BUS","06"
"643","PTE","Pateros, Washington","245 Lakeshore Drive","Super Stop Convenience Store","Pateros","WA","98846","BUS","53"
"644","PTH","Port Huron, Michigan","2223 16th Street","","Port Huron","MI","48060","RAIL","26"
"645","PUB","Pueblo, Colorado","1080 Chinook Lane","","Pueblo","CO","81001","BUS","08"
"646","PUL","Pullman, Washington","1002 Northwest Nye St.","Northwestern Stage Lines Depot","Pullman","WA","99163-3429","BUS","53"
"647","PUR","Purcell, Oklahoma","East Main St and North Santa Fe Ave.","","Purcell","OK","73080","RAIL","40"
"648","PVD","Providence, Rhode Island","100 Gaspee Street","","Providence","RI","02903","RAIL","44"
"649","PVL","Pauls Valley, Oklahoma","East Paul Ave. and South Santa Fe St.","1 Santa Fe Plaza","Pauls Valley","OK","73075","RAIL","40"
"650","PXN","Phoenix (Metro Center Transit Station), Arizona","9617 North Metro Parkway West","North Phoenix","Phoenix","AZ","85023","BUS","04"
"651","QAN","Quantico, Virginia","550 Railroad Avenue","at Potomac Ave. inside Marine Corp base","Quantico","VA","22134-3444","RAIL","51"
"652","QCY","Quincy, Illinois","North 30th St. and Wisman Lane","","Quincy","IL","62301","RAIL","17"
"653","QUC","Quincy, Washington","102 B St NE","Kissel's Variety Store","Quincy","WA","98848-1117","BUS","53"
"654","RAT","Raton, New Mexico","201 South First Street","(At Cook Ave)","Raton","NM","87740-3903","RAIL","35"
"656","RBF","Red Bluff, California","228 S. Main Street","Amtrak Thruway Bus Stop at Taco Bell","Red Bluff","CA","96080-3802","BUS","06"
"657","RCK","Rockford, Illinois","7559 Walton St.","Van Galder Bus Station","Rockford","IL","61108-4606","BUS","17"
"658","RDD","Redding (Amtrak Station), California","1620 Yuba Street","","Redding","CA","96001-1712","RAIL","06"
"659","RDM","Redmond Airport, Oregon","2300 Redmond Airport Way","Redmond Airport","Redmond","OR","97756","BUS","41"
"660","RDR","Redding (RABA Transit Center), California","1530 Yuba Street","","Redding","CA","96001-1008","BUS","06"
"661","RDS","Rio Dell-Scotia, California","100 Main Street","Scotia Inn","Scotia","CA","95565","BUS","06"
"662","RDW","Red Wing, Minnesota","420 Levee Street","","Red Wing","MN","55066","RAIL","27"
"663","RED","Redmond, Oregon","2456 South Highway 97","McDonald's Restaurant","Redmond","OR","97756","BUS","41"
"664","REE","Reed City, Michigan","US 10 & 220th Ave.","McDonald's Restaurant","Reed City","MI","49677-1119","BUS","26"
"665","REN","Rensselaer, Indiana","619 North Cullen Street","","Rensselaer","IN","47978","RAIL","18"
"666","RGH","Raleigh, North Carolina","320 West Cabarrus Street","","Raleigh","NC","27601","RAIL","37"
"862","LWA","Leavenworth, WA","11645 North Rd","Icicle Station","Leavenworth","WA","98826","RAIL","53"
"863","NYF","Syracuse, NY","581 State Fair Blvd","Gate 11","Syracuse","NY","13209","RAIL","36"
"864","OCM","Ocean City, MD","12848 Ocean Gateway","West Ocean City Park","Ocean City","MD","21842","BUS","24"
"865","PDC","Palm Desert, CA","44449 Towne Center Way","Sunline Transit Stop","Palm Desert","CA","92260","BUS","06"
"866","WIT","Wittenberg, WI","505 Grand Avenue","Wittenberg Shell","Wittenberg","WI","54499","BUS","55"
"867","WMN","Wilmington, NC","505 Cando St","WAAVE Forden Station Transit Center","Wilmington","NC","28405","BUS","37"
"868","FRC","Frederick, MD","100 South East Street","Transit Center","Frederick","MD","21704","RAIL","24"
"869","BCV","Burke Centre, VA","10399 Premier Court","Virginia Railway Express Station","Burke Centre","VA","22015","RAIL","51"
"870","POI","Carlsbad Poinsettia, CA","6511 Avenida Encinas","Station","Carlsbad Poinsettia","CA","92009","RAIL","06"
"871","CBV","Carlsbad Village, CA","2775 State Street","Station","Carlsbad Village","CA","92008","RAIL","06"
"872","ENC","Encinitas, CA","25 East D Street","Station","Encinitas","CA","92024","RAIL","06"
"873","SRB","Sorrento Valley, CA","11170 Sorrento Valley Road","Station","Sorrento Valley","CA","92121","RAIL","06"
"874","LTM","Manteca, CA","17800 Shideler Parkway","Station","Lathrop-Manteca","CA","95330","RAIL","06"
"875","PLS","Pleasanton, CA","4950 Pleasanton Avenue","Station","Pleasanton","CA","94566","RAIL","06"
"876","TRC","Tracy, CA","4800 Tracy Boulevard","Station","Tracy","CA","95377","RAIL","06"
"877","VAS","Livermore, CA","575 South Vasco Road","Vasco Road Station","Livermore","CA","94550","RAIL","06"
"878","ABB","Abbotsford-Colby, WI","1210 North Division St.","Shell Station","Abbotsford-Colby","WI","54421","BUS","55"
"879","AMC","Alamosa, CO","111 Pike Avenue","San Luis Valley Apartments","Alamosa","CO","81101","BUS","08"
"453","TUS","Tucson, Arizona","400 North Toole Avenue","","Tucson","AZ","85701-1815","RAIL","04"
"455","TXA","Texarkana, Arkansas","100 East Front Street","","Texarkana","AR","71854-5907","RAIL","05"
"456","TYR","Tyrone, Pennsylvania","Pennsylvania Ave and West 10th St.","","Tyrone","PA","16686","RAIL","42"
"457","UCA","Utica, New York","321 Main St.","Boehlert Transportation Center","Utica","NY","13501","RAIL","36"
"458","UKH","Ukiah, California","711 East Perkins Street","Burger King","Ukiah","CA","95482","BUS","06"
"459","UWS","Winston-Salem State Univ, Winston-Salem, North Car","601 South Martin Luther King, Jr. Dr","Bus stop in front of nursing bldg.","Winston-Salem","NC","27110-0001","BUS","37"
"460","VAB","Virginia Beach, Virginia","19th St. and Pacific Ave.","","Virginia Beach","VA","23451","BUS","51"
"462","VAE","Vale, Oregon","151 Smith Street North","Fletcher Chevron Station","Vale","OR","97918-1163","BUS","41"
"463","VAI","Vail, Colorado","241 South Frontage Road East","","Vail","CO","81657","BUS","08"
"464","VAL","Vallejo, California","4355 Sonoma Blvd.","Denny's Restaurant","Vallejo","CA","94589","BUS","06"
"465","VAN","Vancouver, Washington, United States","1301 West 11th Street","","Vancouver","WA","98660","RAIL","53"
"467","VEC","Ventura, California","Harbor Blvd and Figueroa Street","","Ventura","CA","93003","RAIL","06"
"468","VIS","Visalia, California","425 E. Oak Street","Visalia Transit Center","Visalia","CA","93291-5053","BUS","06"
"469","VMW","Marine World (Seasonal), Vallejo, California","Highway 37 and Fairgrounds Drive","See VAL for daily Vallejo bus stop","Vallejo","CA","94589","BUS","06"
"470","VNC","Van Nuys (Amtrak), California","7724 Van Nuys Blvd.","","Van Nuys","CA","91405","RAIL","06"
"472","VRV","Victorville, California","16858 D St.","train on east side, bus on west side","Victorville","CA","92392","RAIL","06"
"473","WAB","Waterbury, Vermont","US Hwy 2 and Park Row","","Waterbury","VT","05676","RAIL","50"
"474","WAC","Wasco, California","700 G Street","","Wasco","CA","93280","RAIL","06"
"475","WAH","Washington, Missouri","301 West Front St.","","Washington","MO","63090-2118","RAIL","29"
"476","WAR","Warrensburg, Missouri","100 South Holden St.","","Warrensburg","MO","64093-2331","RAIL","29"
"477","WAS","Washington, District of Columbia","50 Massachusetts Ave NE","Union Station","Washington","DC","20002-4214","RAIL","11"
"478","WAU","Waupaca, Wisconsin","1222 West Fulton St.","Waupaca Mobil Travel Center","Waupaca","WI","54981-8236","BUS","55"
"479","WBG","Williamsburg, Virginia","468 North Boundary Street","","Williamsburg","VA","23185-3650","RAIL","51"
"480","WCT","White City, Oregon","7455 Highway 62","at Highway 140","White City","OR","97503","BUS","41"
"481","WDB","Woodbridge, Virginia","1040 Express Way","","Woodbridge","VA","22194","RAIL","51"
"482","WDL","Wisconsin Dells, Wisconsin","Superior and La Crosse Sts.","","Wisconsin Dells","WI","53965","RAIL","55"
"483","WDO","Waldo, Florida","14648 NE 147th Avenue","Intersection Hwy 301 & SR24","Waldo","FL","32694-0802","BUS","12"
"484","WDR","Waldoboro, Maine","US hwy 1 and hwy 32","Clipper Mart/Texaco Station","Waldoboro","ME","04572","BUS","23"
"485","WEM","Wells, Maine","696 Sanford Road","","Wells","ME","04090","RAIL","23"
"486","WEN","Wenatchee, Washington","Kittitas & South Columbia Sts.","Bus stop is across the street from train platform","Wenatchee","WA","98801-6008","RAIL","53"
"487","WFD","Wallingford, Connecticut","37 Hall Avenue","","Wallingford","CT","06492","RAIL","09"
"488","WFH","Whitefish, Montana","500 Depot Street","","Whitefish","MT","59937-2567","RAIL","30"
"489","WGL","West Glacier, Montana","Hwy 2 and Going-to-the-Sun Rd.","","West Glacier","MT","59936","RAIL","30"
"490","WHL","Whitehall, New York","Main St. and Saunders St.","","Whitehall","NY","12887","RAIL","36"
"491","WHT","Wheatland, Wyoming","1857 West Mariposa Parkway","Conoco Gas Station","Wheatland","WY","82201-3132","BUS","56"
"492","WIH","Wishram, Washington","1 Railroad Avenue","","Wishram","WA","98673","RAIL","53"
"493","WIL","Wilmington, Delaware","100 South French Street","(at Martin Luther King, Jr. Blvd. & French st.)","Wilmington","DE","19801-5036","RAIL","10"
"494","WIN","Winona, Minnesota","65 East Mark Street","","Winona","MN","55987-3611","RAIL","27"
"495","WIP","Winter Park/Fraser, Colorado","205 Fraser Avenue","","Fraser","CO","80442","RAIL","08"
"496","WLN","Wilson, North Carolina","401 East Nash Street","","Wilson","NC","27893","RAIL","37"
"497","WLO","Winslow, Arizona","501 East Second Street","","Winslow","AZ","86047","RAIL","04"
"498","WLY","Westerly, Rhode Island","14 Railroad Avenue","","Westerly","RI","02891","RAIL","44"
"499","WMA","Williams, Arizona","233 North Grand Canyon Blvd","Grand Canyon Railway Depot","Williams","AZ","86046-2563","BUS","04"
"500","WMJ","Williams Junction, Arizona","No address.  Reserve from WMA.","Free shuttle provided WMA-WMJ.","Williams Junction","AZ","86046","RAIL","04"
"501","WND","Windsor, Connecticut","41 Central St.","","Windsor","CT","06095-2908","RAIL","09"
"502","WNK","Walloon Lake, Michigan","Hwy 131 & Hwy 75","","Walloon Lake","MI","49796","BUS","26"
"503","WNL","Windsor Locks, Connecticut","South Main St at Stanton Road","","Windsor Locks","CT","06096","RAIL","09"
"504","WNM","Windsor, Vermont","26 Depot Ave","","Windsor","VT","05089-1407","RAIL","50"
"505","WNN","Winnemucca, Nevada","209 Railroad Street","","Winnemucca","NV","89445","RAIL","32"
"506","WNR","Walnut Ridge, Arkansas","109 Southwest Front Street","","Walnut Ridge","AR","72476","RAIL","05"
"507","WNS","Winston-Salem, North Carolina","100 West 5th Street","City Transfer Center, 5th & Trade Sts","Winston-Salem","NC","27101","BUS","37"
"508","WNT","Warrenton, Oregon","695 S. Highway 101","Fred Meyers Shopping Center","Warrenton","OR","97146","BUS","41"
"509","WOB","Woburn, Massachusetts","100 Atlantic Ave.","Woburn-Anderson Regional Trans Center","Woburn","MA","01801-1081","RAIL","25"
"510","WOR","Worcester, Massachusetts","2 Washington Square","Worcester Union Station","Worcester","MA","01604","RAIL","25"
"511","WPB","West Palm Beach, Florida","201 South Tamarind Ave","","West Palm Beach","FL","33402","RAIL","12"
"512","WPK","Winter Park, Florida","150 West Morse Blvd","","Winter Park","FL","32789-3825","RAIL","12"
"513","WPT","Wolf Point, Montana","320 Front Street","","Wolf Point","MT","59201-1413","RAIL","30"
"514","WRJ","White River Jct., Vermont","102 Railroad Row","","White River Jct.","VT","05001-7042","RAIL","50"
"516","MPR","Montpelier, Vermont","Junction Rd and Short Rd","","Montpelier","VT","05602","RAIL","50"
"517","MRB","Martinsburg, West Virginia","229 East Martin St.","","Martinsburg","WV","25401","RAIL","54"
"518","MRC","Maricopa, Arizona","19427 N. John Wayne Parkway","P.O. Box 897","Maricopa","AZ","85239","RAIL","04"
"519","MRP","Mariposa, California","5158 State Highway 140","Visitor Center Stop Hwy 140 at Hwy 49","Mariposa","CA","95338","BUS","06"
"520","MRV","Marysville, California","I Street between 8th and 9th","Yuba-Sutter Transit Shelter","Marysville","CA","95901-5211","BUS","06"
"521","MRY","Monterey (Transit Plaza), California","500 Tyler Street","Corner of East Pearl Street and Tyler Street","Monterey","CA","93940","BUS","06"
"522","MSN","Madison, Wisconsin","800 Langdon St.","Univ of Wisconsin Memorial Union","Madison","WI","53706-1419","BUS","55"
"523","MSP","St. Paul/Minneapolis, Minnesota","Midway Station","730 Transfer Road","St. Paul","MN","55114-1498","RAIL","27"
"524","MSS","Manassas, Virginia","9431 West Street","","Manassas","VA","20110","RAIL","51"
"525","MTP","Mt. Pleasant, Iowa","418 North Adams Street","","Mt. Pleasant","IA","52641","RAIL","19"
"527","MTZ","Martinez, California","601 Marina Vista Ave.","","Martinez","CA","94553-1132","RAIL","06"
"528","MVN","Malvern, Arkansas","200 East First St.","","Malvern","AR","72104-3922","RAIL","05"
"529","MVW","Mount Vernon, Washington","105 East Kincaid St.","Skagit Transportation Center","Mount Vernon","WA","98273-4327","RAIL","53"
"530","MYA","Monterey (Aquarium), California","886 Cannery Row","Monterey Bay Aquarium (In Front of)","Monterey","CA","94940-1023","BUS","06"
"531","MYH","Monterey (Hyatt Regency), California","1 Old Golf Course Road","Hyatt Regency Hotel","Monterey","CA","93940","BUS","06"
"532","MYM","Monterey (Marriott), California","350 Calle Principal","Marriott Hotel","Monterey","CA","93940","BUS","06"
"533","MYS","Mystic, Connecticut","2 Roosevelt Avenue","U.S.Route 1","Mystic","CT","06355","RAIL","09"
"534","MYT","Monterey (Travelodge), California","675 Munras Street","Casa Munras Garden Hotel","Monterey","CA","93940","BUS","06"
"535","NAM","Nampa, Idaho","3116 Garrity Blvd","Suite 11","Nampa","ID","83651","BUS","16"
"537","NBK","New Brunswick, New Jersey","French and Albany Streets","New Jersey Transit Station","New Brunswick","NJ","08901","RAIL","34"
"538","NBM","New Buffalo, Michigan","517 South Whittaker Street","","New Buffalo","MI","49117","RAIL","26"
"539","NBN","Newbern-Dyersburg, Tennessee","108 Jefferson St","","Newbern","TN","38059","RAIL","47"
"540","NCG","Nacogdoches, Texas","University Drive & Starr Road","Mobil Oil Convenience Store","Nacogdoches","TX","75963","BUS","48"
"541","NCM","Necanicum Junction, Oregon","Hwy 26 and Hwy 53","Bus stop is 100 ft east of junction","Necanicum Junction","OR","97301","BUS","41"
"542","NCR","New Carrollton, Maryland","4300 Garden City Drive","","New Carrollton","MD","20785-2209","RAIL","24"
"543","NBT","Newburyport, Massachusetts","90 Storey Avenue","","Newburyport","MA","01950","BUS","25"
"544","PTS","Portsmouth, New Hampshire","185 Grafton Drive","Portsmouth Transportation Center","Portsmouth","NH","03801","BUS","33"
"545","SDC","Sedona (Center Bus Stop), Arizona","300 North Highway 89A","Canyon Breeze Restaurant","Sedona","AZ","86336","BUS","04"
"547","NDL","Needles, California","900 Front Street","","Needles","CA","92363","RAIL","06"
"548","NEW","Newton, Kansas","414 North Main St.","Newton Station","Newton","KS","67114-2203","RAIL","20"
"549","NFK","Norfolk, Virginia","215 W York Street","Stop on West Bute Street at York Street Garage","Norfolk","VA","23510","BUS","51"
"550","NFL","Niagara Falls, New York, United States","27th St. and Lockport Rd.","","Niagara Falls","NY","14305","RAIL","36"
"552","NHL","Santa Clarita-Newhall, California","24300 Railroad Avenue","Metrolink Station","Santa Clarita","CA","91321-0000","RAIL","06"
"553","NHN","New Hampton, New Hampshire","325 Route 104","Munce's Konvenience Store/CITGO","New Hampton","NH","03256-4219","BUS","33"
"554","NHV","New Haven, Connecticut","50 Union Avenue","Union Station","New Haven","CT","06519-1754","RAIL","09"
"555","NIB","New Iberia, Louisiana","West Washington St.","at railroad tracks, downtown","New Iberia","LA","70560","RAIL","22"
"556","NLC","New London, Connecticut","27 Water Street","","New London","CT","06320","RAIL","09"
"557","NLS","Niles, Michigan","598 Dey St.","","Niles","MI","49120-1745","RAIL","26"
"560","NOL","New Orleans, Louisiana","1001 Loyola Avenue","NEW ORLEANS UNION PASSENGER TERMINAL","New Orleans","LA","70113","UNK","22"
"561","NOR","Norman, Oklahoma","200 South Jones Avenue","","Norman","OK","73069-6023","RAIL","40"
"562","NPN","Newport News, Virginia","9304 Warwick Boulevard","","Newport News","VA","23601-4535","RAIL","51"
"563","NPO","Newport, Oregon","956 SW 10th Street","Greyhound Station","Newport","OR","97365","BUS","41"
"564","NPV","Naperville, Illinois","105 E. Fourth Ave.","Corner of 4th Ave. & Ellsworth St.","Naperville","IL","60540","RAIL","17"
"566","NRK","Newark, Delaware","429 South College Ave.","","Newark","DE","19711-5105","RAIL","10"
"567","NRO","New Rochelle, New York","1 Railroad Plaza","Metro-North Station","New Rochelle","NY","10801-6353","RAIL","36"
"568","NSF","North Carolina State Fair, North Carolina","1025 Blue Ridge Blvd.","at the railroad crossing","Raleigh","NC","27607-3902","RAIL","37"
"569","NWK","Newark (Penn Station), New Jersey","1 Raymond Plaza West","Market Street","Newark","NJ","07102-5405","RAIL","34"
"570","NYP","New York (Penn Station), New York","8th Ave 31st  Street / 8th Ave 33rd Street","Pennsylvania Station","New York","NY","10001","RAIL","36"
"571","OAC","Coliseum/Oakland Airport, Oakland, California","700 73rd Avenue","Across San Leandro Blvd. from BART station","Oakland","CA","94621-3316","RAIL","06"
"572","OCA","Ocala, Florida","531 Northeast First Ave","","Ocala","FL","34470-6647","BUS","12"
"573","OGD","Ogden, Utah","2393 Wall Avenue","Greyhound Bus Station","Ogden","UT","84401","BUS","49"
"574","OGW","Okanagan,  Washington","310 2nd Ave South","Food Depot","Okanogan","WA","98840","BUS","53"
"575","OKC","Oklahoma City, Oklahoma","100 South E.K. Gaylord Blvd.","","Oklahoma City","OK","73102","RAIL","40"
"576","OKE","Okeechobee, Florida","801 North Parrott Avenue","","Okeechobee","FL","34972-2130","RAIL","12"
"577","OKJ","Oakland, California","245 Second Street","","Oakland","CA","94607","RAIL","06"
"579","OKO","Okemo, Vermont","77 Okemo Ridge Rd","The Inn at Jackson Gore","Ludlow","VT","05149-9692","BUS","50"
"580","OLT","San Diego (Old Town), California","4005 Taylor Street","","San Diego","CA","92110","RAIL","06"
"581","OLW","Olympia/Lacey, Washington","6600 Yelm Highway S.E.","","Lacey","WA","98513-6481","RAIL","53"
"582","OMA","Omaha, Nebraska","1003 S. 9th Street","","Omaha","NE","68108","RAIL","31"
"583","OMW","Omak, Washington","800 East Riverside Drive","Shell Station/Food Mart","Omak","WA","98841-9580","BUS","53"
"584","ONA","Ontario, California","228 South Plum Street","Amtrak Passenger Platform","Ontario","CA","91764","RAIL","06"
"585","ONT","Ontario, Oregon","653 East Idaho Avenue","Pilot Truck Stop","Ontario","OR","97914","BUS","41"
"586","ORB","Old Orchard Beach, Maine (Seasonal)","11 First Street","Chamber of Commerce","Old Orchard Beach","ME","04064","RAIL","23"
"587","ORC","Oregon City, Oregon","1757 Washington Street","","Oregon City","OR","97045","RAIL","41"
"588","ORL","Orlando, Florida","1400 Sligh Blvd.","","Orlando","FL","32806-3905","RAIL","12"
"589","ORO","Orono (University of Maine), Maine","Squapan Rd and Gym Dr","Memorial Gymnasium","Orono","ME","04473","BUS","23"
"590","ORV","Oroville, California","Hwy 70 and Grand Ave.","Park and Ride","Oroville","CA","95965","BUS","06"
"591","OSB","Old Saybrook, Connecticut","455 Boston Post Road","Saybrook Junction Market Place","Old Saybrook","CT","06475-1516","RAIL","09"
"592","OSC","Osceola, Iowa","Main & East Clay Streets","","Osceola","IA","50213","RAIL","19"
"593","OSD","Oceanside, California","235 South Tremont Street","Oceanside Transit Center","Oceanside","CA","92054","RAIL","06"
"594","OSH","Oshkosh, Wisconsin","525 West 20th Ave.","Wittman Field","Oshkosh","WI","54902-6871","BUS","55"
"595","OTM","Ottumwa, Iowa","210 West Main Street","","Ottumwa","IA","52501","RAIL","19"
"596","OXN","Oxnard, California","201 East Fourth Street","Oxnard Transportation Center","Oxnard","CA","93030","RAIL","06"
"598","PAK","Palatka, Florida","220 North 11th Street","","Palatka","FL","32077-3615","RAIL","12"
"599","PAO","Paoli, Pennsylvania","13 Lancaster Ave.","Lancaster Pike & North Valley Rd","Paoli","PA","19301","RAIL","42"
