code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
SBY,48.50530699999999,-111.8532737,"Shelby, Montana",Shelby,MT,United States,,,,Railway Stations,,,,,,0,0
SMC,29.87650739999999,-97.9411695,"San Marcos, Texas",San Marcos,TX,United States,,,,Railway Stations,,,,,,0,0
SKT,37.9558753,-121.27875,"Stockton (ACE, 701-704), California",Stockton,CA,United States,,,,Railway Stations,,,,,,0,0
SBA,34.4142901,-119.6920398,"Santa Barbara, California",Santa Barbara,CA,United States,,,,Railway Stations,,,,,,0,0
SLC,40.7616933,-111.908166,"Salt Lake City, Utah",Salt Lake City,UT,United States,,,,Railway Stations,,,,,,0,0
SNC,33.5011479,-117.6638252,"San Juan Capistrano, California",San Juan Capistrano,CA,United States,,,,Railway Stations,,,,,,0,0
SAV,32.084594,-81.148804,"Savannah, Georgia",Savannah,GA,United States,,,,Railway Stations,,,,,,0,0
SNA,33.7514541,-117.8564182,"Santa Ana, California",Santa Ana,CA,United States,,,,Railway Stations,,,,,,0,0
SNS,36.67887839999999,-121.6565914,"Salinas, California",Salinas,CA,United States,,,,Railway Stations,,,,,,0,0
SCD,45.5667134,-94.1480519,"St. Cloud, Minnesota",St. Cloud,MN,United States,,,,Railway Stations,,,,,,0,0
SMT,41.7917123,-87.8087657,"Summit, Illinois",Summit,IL,United States,,,,Railway Stations,,,,,,0,0
SOB,41.6782578,-86.2874585,"South Bend, Indiana",South Bend,IN,United States,,,,Railway Stations,,,,,,0,0
SJM,42.1091515,-86.4844734,"St. Joseph, Michigan",St. Joseph,MI,United States,,,,Railway Stations,,,,,,0,0
SNB,34.1042159,-117.309832,"San Bernardino (Amtrak Station), California",San Bernardino,CA,United States,,,,Railway Stations,,,,,,0,0
SCH,29.7435043,-90.81054689999999,"Schriever, Louisiana",Schriever,LA,United States,,,,Railway Stations,,,,,,0,0
TAC,47.2415821,-122.4204298,"Tacoma, Washington",Tacoma,WA,United States,,,,Railway Stations,,,,,,0,0
SVT,42.7182859,-87.9062021,"Sturtevant, Wisconsin",Sturtevant,WI,United States,,,,Railway Stations,,,,,,0,0
SYR,43.0767032,-76.1691422,"Syracuse, New York",Syracuse,NY,United States,,,,Railway Stations,,,,,,0,0
TCL,33.19338860000001,-87.5601377,"Tuscaloosa, Alabama",Tuscaloosa,AL,United States,,,,Railway Stations,,,,,,0,0
STL,38.6240888,-90.20552020000001,"St. Louis, Missouri",St. Louis,MO,United States,,,,Railway Stations,,,,,,0,0
SPB,34.953905,-81.937438,"Spartanburg, South Carolina",Spartanburg,SC,United States,,,,Railway Stations,,,,,,0,0
STA,38.147939,-79.07258100000001,"Staunton, Virginia",Staunton,VA,United States,,,,Railway Stations,,,,,,0,0
SPL,46.3577818,-94.7996548,"Staples, Minnesota",Staples,MN,United States,,,,Railway Stations,,,,,,0,0
SPK,47.6567082,-117.4151454,"Spokane, Washington",Spokane,WA,United States,,,,Railway Stations,,,,,,0,0
SOP,35.1749501,-79.3904159,"Southern Pines, North Carolina",Southern Pines,NC,United States,,,,Railway Stations,,,,,,0,0
SSM,35.5372047,-78.2881991,"Selma, North Carolina",Selma,NC,United States,,,,Railway Stations,,,,,,0,0
SPG,42.1058229,-72.59321709999999,"Springfield, Massachusetts",Springfield,MA,United States,,,,Railway Stations,,,,,,0,0
STN,48.3190484,-102.3906279,"Stanley, North Dakota",Stanley,ND,United States,,,,Railway Stations,,,,,,0,0
SOL,32.9929682,-117.2712529,"Solana Beach, California",Solana Beach,CA,United States,,,,Railway Stations,,,,,,0,0
SPM,38.7207616,-82.9645116,"South Shore-South Portsmouth, Kentucky",South Shore,KY,United States,,,,Railway Stations,,,,,,0,0
TCA,34.5800208,-83.331616,"Toccoa, Georgia",Toccoa,GA,United States,,,,Railway Stations,,,,,,0,0
SPT,48.2516924,-116.6168146,"Sandpoint, Idaho",Sandpoint,ID,United States,,,,Railway Stations,,,,,,0,0
SPR,39.53319,-119.758186,"Sparks, Nevada (Train Stop)",Sparks,NV,United States,,,,Railway Stations,,,,,,0,0
SPI,39.8017659,-89.651886,"Springfield, Illinois",Springfield,IL,United States,,,,Railway Stations,,,,,,0,0
STM,41.04713,-73.54216,"Stamford, Connecticut",Stamford,CT,United States,,,,Railway Stations,,,,,,0,0
TAY,30.5676643,-97.40791879999999,"Taylor, Texas",Taylor,TX,United States,,,,Railway Stations,,,,,,0,0
THN,37.957115,-81.078813,"Thurmond, West Virginia",Thurmond,WV,United States,,,,Railway Stations,,,,,,0,0
TPA,27.9526817,-82.4512736,"Tampa, Florida",Tampa,FL,United States,,,,Railway Stations,,,,,,0,0
YUM,32.7221404,-114.6160284,"Yuma, Arizona",Yuma,AZ,United States,,,,Railway Stations,,,,,,0,0
TOL,41.6384183,-83.5412774,"Toledo, Ohio",Toledo,OH,United States,,,,Railway Stations,,,,,,0,0
SUI,38.243246,-122.0409683,"Suisun, California",Suisun,CA,United States,,,,Railway Stations,,,,,,0,0
TRE,40.2185723,-74.7545939,"Trenton, New Jersey",Trenton,NJ,United States,,,,Railway Stations,,,,,,0,0
MHC,37.1291785,-121.6503142,"Morgan Hill, California",Morgan Hill,CA,United States,,,,Railway Stations,,,,,,0,0
TPL,31.0957544,-97.34490290000001,"Temple, Texas",Temple,TX,United States,,,,Railway Stations,,,,,,0,0
WSP,44.1882847,-73.45294439999999,"Westport, New York",Westport,NY,United States,,,,Railway Stations,,,,,,0,0
TRI,37.1729115,-104.5090994,"Trinidad, Colorado",Trinidad,CO,United States,,,,Railway Stations,,,,,,0,0
YEM,32.6868006,-80.8593714,"Yemassee, South Carolina",Yemassee,SC,United States,,,,Railway Stations,,,,,,0,0
YNY,40.9355919,-73.9021854,"Yonkers, New York",Yonkers,NY,United States,,,,Railway Stations,,,,,,0,0
WTH,28.0020513,-81.73490269999999,"Winter Haven, Florida",Winter Haven,FL,United States,,,,Railway Stations,,,,,,0,0
WTI,41.4317302,-85.0246868,"Waterloo, Indiana",Waterloo,IN,United States,,,,Railway Stations,,,,,,0,0
TOH,43.9853826,-90.5045367,"Tomah, Wisconsin",Tomah,WI,United States,,,,Railway Stations,,,,,,0,0
TOP,39.0513764,-95.6648339,"Topeka, Kansas",Topeka,KS,United States,,,,Railway Stations,,,,,,0,0
WTN,48.1435213,-103.6212753,"Williston, North Dakota",Williston,ND,United States,,,,Railway Stations,,,,,,0,0
YAZ,32.8484289,-90.4151631,"Yazoo City, Mississippi",Yazoo City,MS,United States,,,,Railway Stations,,,,,,0,0
WSS,37.7866091,-80.30383479999999,"White Sulphur Springs, West Virginia",White Sulphur Springs,WV,United States,,,,Railway Stations,,,,,,0,0
CNV,43.6134569,-73.17130399999999,"Castleton, VT",Castleton,VT,United States,,,,Railway Stations,,,,,,0,0
HOP,33.668876,-93.5922138,"Hope, AR",Hope,AR,United States,,,,Railway Stations,,,,,,0,0
FRE,43.8558226,-70.1020113,"Freeport, ME",Freeport,ME,United States,,,,Railway Stations,,,,,,0,0
GFD,42.5858622,-72.60072860000001,"Greenfield, MA",Greenfield,MA,United States,,,,Railway Stations,,,,,,0,0
STW,48.2417732,-122.3495322,"Stanwood, WA",Stanwood,WA,United States,,,,Railway Stations,,,,,,0,0
NBU,41.7964999,-86.7455276,"New Buffalo, MI",New Buffalo,MI,United States,,,,Railway Stations,,,,,,0,0
TRM,42.5430303,-83.1884202,"Troy, MI",Troy,MI,United States,,,,Railway Stations,,,,,,0,0
GUT,35.8780221,-97.42896119999999,"Guthrie, OK",Guthrie,OK,United States,,,,Railway Stations,,,,,,0,0
NHT,42.3179565,-72.6275209,"Northampton, MA",Northampton,MA,United States,,,,Railway Stations,,,,,,0,0
