code,lat,lon,name,city,state,country,woeid,tz,phone,type,email,url,runway_length,elev,icao,direct_flights,carriers
SIM,34.2706008,-118.6954854,"Simi Valley, California",Simi Valley,CA,United States,,,,Railway Stations,,,,,,0,0
SJC,37.3296092,-121.9025467,"San Jose, California",San Jose,CA,United States,,,,Railway Stations,,,,,,0,0
SKN,37.94529670000001,-121.2857537,"Stockton (711-718), California",Stockton,CA,United States,,,,Railway Stations,,,,,,0,0
SJM,42.1090847,-86.4845672,"St. Joseph, Michigan",St. Joseph,MI,United States,,,,Railway Stations,,,,,,0,0
SKY,41.4409739,-82.7183069,"Sandusky, Ohio",Sandusky,OH,United States,,,,Railway Stations,,,,,,0,0
SKT,37.9570256,-121.2788915,"Stockton (ACE, 701-704), California",Stockton,CA,United States,,,,Railway Stations,,,,,,0,0
SLM,44.93236650000001,-123.0281591,"Salem, Oregon",Salem,OR,United States,,,,Railway Stations,,,,,,0,0
SLC,40.76169580000001,-111.9084818,"Salt Lake City, Utah",Salt Lake City,UT,United States,,,,Railway Stations,,,,,,0,0
SLO,35.2765173,-120.6545597,"San Luis Obispo, California",San Luis Obispo,CA,United States,,,,Railway Stations,,,,,,0,0
SMC,29.87650739999999,-97.9411695,"San Marcos, Texas",San Marcos,TX,United States,,,,Railway Stations,,,,,,0,0
SNA,33.7514541,-117.8564182,"Santa Ana, California",Santa Ana,CA,United States,,,,Railway Stations,,,,,,0,0
SMT,41.7917123,-87.8087657,"Summit, Illinois",Summit,IL,United States,,,,Railway Stations,,,,,,0,0
SND,30.1424083,-102.3940324,"Sanderson, Texas",Sanderson,TX,United States,,,,Railway Stations,,,,,,0,0
SNC,33.5010912,-117.6638006,"San Juan Capistrano, California",San Juan Capistrano,CA,United States,,,,Railway Stations,,,,,,0,0
SNB,34.0961955,-117.3087578,"San Bernardino (Amtrak Station), California",San Bernardino,CA,United States,,,,Railway Stations,,,,,,0,0
SNP,33.4207093,-117.6194228,"San Clemente Pier, California",San Clemente,CA,United States,,,,Railway Stations,,,,,,0,0
SNS,36.67887839999999,-121.6565914,"Salinas, California",Salinas,CA,United States,,,,Railway Stations,,,,,,0,0
SOB,41.6782578,-86.2874585,"South Bend, Indiana",South Bend,IN,United States,,,,Railway Stations,,,,,,0,0
SOP,35.1749501,-79.3904159,"Southern Pines, North Carolina",Southern Pines,NC,United States,,,,Railway Stations,,,,,,0,0
SOL,32.9929656,-117.2712893,"Solana Beach, California",Solana Beach,CA,United States,,,,Railway Stations,,,,,,0,0
SPG,42.1068177,-72.5912708,"Springfield, Massachusetts",Springfield,MA,United States,,,,Railway Stations,,,,,,0,0
SPB,34.953905,-81.937438,"Spartanburg, South Carolina",Spartanburg,SC,United States,,,,Railway Stations,,,,,,0,0
SPL,46.3577818,-94.7996548,"Staples, Minnesota",Staples,MN,United States,,,,Railway Stations,,,,,,0,0
SPK,47.6563727,-117.4153309,"Spokane, Washington",Spokane,WA,United States,,,,Railway Stations,,,,,,0,0
SPI,39.8017697,-89.6517626,"Springfield, Illinois",Springfield,IL,United States,,,,Railway Stations,,,,,,0,0
SPR,39.546663,-119.7574652,"Sparks, Nevada (Train Stop)",Sparks,NV,United States,,,,Railway Stations,,,,,,0,0
SPM,38.7207616,-82.9645116,"South Shore-South Portsmouth, Kentucky",South Shore,KY,United States,,,,Railway Stations,,,,,,0,0
SPT,48.2764347,-116.5456289,"Sandpoint, Idaho",Sandpoint,ID,United States,,,,Railway Stations,,,,,,0,0
STA,38.147939,-79.07258100000001,"Staunton, Virginia",Staunton,VA,United States,,,,Railway Stations,,,,,,0,0
SSM,35.5372176,-78.2881889,"Selma, North Carolina",Selma,NC,United States,,,,Railway Stations,,,,,,0,0
STL,38.6245601,-90.20547979999999,"St. Louis, Missouri",St. Louis,MO,United States,,,,Railway Stations,,,,,,0,0
STN,48.3190484,-102.3906279,"Stanley, North Dakota",Stanley,ND,United States,,,,Railway Stations,,,,,,0,0
STM,41.046817,-73.54306319999999,"Stamford, Connecticut",Stamford,CT,United States,,,,Railway Stations,,,,,,0,0
SUI,38.243246,-122.0409683,"Suisun, California",Suisun,CA,United States,,,,Railway Stations,,,,,,0,0
SVT,42.7180849,-87.9100899,"Sturtevant, Wisconsin",Sturtevant,WI,United States,,,,Railway Stations,,,,,,0,0
TAC,47.2419939,-122.4205623,"Tacoma, Washington",Tacoma,WA,United States,,,,Railway Stations,,,,,,0,0
SYR,43.0767032,-76.1691422,"Syracuse, New York",Syracuse,NY,United States,,,,Railway Stations,,,,,,0,0
TCA,34.5800203,-83.33163479999999,"Toccoa, Georgia",Toccoa,GA,United States,,,,Railway Stations,,,,,,0,0
TCL,33.19338860000001,-87.5601377,"Tuscaloosa, Alabama",Tuscaloosa,AL,United States,,,,Railway Stations,,,,,,0,0
TAY,30.5676643,-97.40791879999999,"Taylor, Texas",Taylor,TX,United States,,,,Railway Stations,,,,,,0,0
THN,37.9571153,-81.078813,"Thurmond, West Virginia",Thurmond,WV,United States,,,,Railway Stations,,,,,,0,0
TOH,43.9853826,-90.5045367,"Tomah, Wisconsin",Tomah,WI,United States,,,,Railway Stations,,,,,,0,0
TOP,39.0513764,-95.6648339,"Topeka, Kansas",Topeka,KS,United States,,,,Railway Stations,,,,,,0,0
TOL,41.63787809999999,-83.54117889999999,"Toledo, Ohio",Toledo,OH,United States,,,,Railway Stations,,,,,,0,0
TPA,27.9527081,-82.4505993,"Tampa, Florida",Tampa,FL,United States,,,,Railway Stations,,,,,,0,0
TRE,40.2185723,-74.7545939,"Trenton, New Jersey",Trenton,NJ,United States,,,,Railway Stations,,,,,,0,0
TPL,31.0957407,-97.3449127,"Temple, Texas",Temple,TX,United States,,,,Railway Stations,,,,,,0,0
TRI,37.1728965,-104.5090988,"Trinidad, Colorado",Trinidad,CO,United States,,,,Railway Stations,,,,,,0,0
WSP,44.1882847,-73.45294439999999,"Westport, New York",Westport,NY,United States,,,,Railway Stations,,,,,,0,0
WSS,37.7866091,-80.30383479999999,"White Sulphur Springs, West Virginia",White Sulphur Springs,WV,United States,,,,Railway Stations,,,,,,0,0
WTH,28.0019768,-81.7349077,"Winter Haven, Florida",Winter Haven,FL,United States,,,,Railway Stations,,,,,,0,0
WTI,41.4317302,-85.0246868,"Waterloo, Indiana",Waterloo,IN,United States,,,,Railway Stations,,,,,,0,0
WTN,48.1435205,-103.621294,"Williston, North Dakota",Williston,ND,United States,,,,Railway Stations,,,,,,0,0
YEM,32.6868006,-80.8593714,"Yemassee, South Carolina",Yemassee,SC,United States,,,,Railway Stations,,,,,,0,0
YAZ,32.8500353,-90.4146174,"Yazoo City, Mississippi",Yazoo City,MS,United States,,,,Railway Stations,,,,,,0,0
YUM,32.7221407,-114.6160096,"Yuma, Arizona",Yuma,AZ,United States,,,,Railway Stations,,,,,,0,0
YNY,40.9355919,-73.9021854,"Yonkers, New York",Yonkers,NY,United States,,,,Railway Stations,,,,,,0,0
MHC,37.1291785,-121.6503142,"Morgan Hill, California",Morgan Hill,CA,United States,,,,Railway Stations,,,,,,0,0
CNV,43.6134569,-73.17130399999999,"Castleton, VT",Castleton,VT,United States,,,,Railway Stations,,,,,,0,0
HOP,33.668891,-93.59221889999999,"Hope, AR",Hope,AR,United States,,,,Railway Stations,,,,,,0,0
FRE,43.8558297,-70.1020273,"Freeport, ME",Freeport,ME,United States,,,,Railway Stations,,,,,,0,0
GFD,42.5858622,-72.60072860000001,"Greenfield, MA",Greenfield,MA,United States,,,,Railway Stations,,,,,,0,0
TRM,42.5430303,-83.1884202,"Troy, MI",Troy,MI,United States,,,,Railway Stations,,,,,,0,0
STW,48.241767,-122.3495485,"Stanwood, WA",Stanwood,WA,United States,,,,Railway Stations,,,,,,0,0
GUT,35.8780069,-97.4289613,"Guthrie, OK",Guthrie,OK,United States,,,,Railway Stations,,,,,,0,0
NHT,42.3179565,-72.6275209,"Northampton, MA",Northampton,MA,United States,,,,Railway Stations,,,,,,0,0
